Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating
641-96-3695,C,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2/7/2019,17:55,Ewallet,245.37516,15.38484,8.5
420-97-3340,A,Normal,Female,Food and beverages,71.68,3,10.752,225.792,3/28/2019,15:30,Credit card,211.8144,3.2256,9.2
436-54-4512,A,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,3/20/2019,19:44,Cash,90.23585,1.37415,9.8
670-79-6321,B,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,1/17/2019,15:27,Credit card,631.00989,31.12011,4.9
852-62-7105,B,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,1/12/2019,11:25,Credit card,783.3825,49.1175,4.4
598-06-7312,B,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2/16/2019,15:42,Cash,85.96035,5.38965,6.8
135-13-8269,B,Member,Female,Food and beverages,78.88,2,7.888,165.648,1/26/2019,16:04,Cash,155.3936,2.3664,
816-57-2053,A,Normal,Male,Sports and travel,60.87,2,6.087,127.827,3/9/2019,12:37,Ewallet,120.27912,1.46088,8.7
628-90-8624,B,Member,Male,Health and beauty,82.58,10,41.29,867.09,3/14/2019,14:41,Cash,749.0006,76.7994,5
856-66-2701,A,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,1/25/2019,14:19,Ewallet,152.3847,7.5153,7.5
308-39-1707,A,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,1/26/2019,18:19,Credit card,11.37669,0.71331,8.2
149-61-1929,A,Normal,Male,Sports and travel,64.19,10,32.095,673.995,1/19/2019,14:08,Credit card,634.1972,7.7028,6.7
655-07-2265,A,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,3/5/2019,16:38,Ewallet,221.53899,13.39101,5.4
589-02-8023,A,Member,Male,Food and beverages,83.77,2,8.377,175.917,1/15/2019,10:54,Credit card,165.0269,2.5131,7
420-04-7590,B,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,3/18/2019,11:29,Ewallet,285.0423,14.0577,4.7
182-88-2763,B,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,3/20/2019,19:28,Credit card,236.13405,3.59595,5
188-55-0967,B,Member,Male,Health and beauty,66.47,10,33.235,697.935,1/15/2019,15:01,Credit card,602.8829,61.8171,5
610-46-4100,A,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,3/3/2019,20:31,Credit card,183.80355,18.84645,6
318-81-2368,C,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16,Cash,43.5666,2.6334,6.3
364-33-8584,B,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,3/8/2019,15:27,Cash,86.82775,1.32225,8.5
665-63-9737,B,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,2/27/2019,17:36,Ewallet,147.98166,9.27834,7.5
695-09-5146,B,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2/23/2019,20:00,Ewallet,291.92445,4.44555,6.4
155-45-3814,C,Member,Female,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,15:29,Ewallet,668.0212,40.3788,4.7
794-32-2436,B,Member,Male,Electronic accessories,55.67,2,5.567,116.907,3/27/2019,15:08,Ewallet,104.99362,6.34638,6
131-15-8856,C,Member,Female,Food and beverages,72.52,8,29.008,609.168,3/30/2019,19:26,Credit card,571.4576,8.7024,4
273-84-2164,C,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2/16/2019,15:53,Ewallet,56.81575,3.43425,5.5
706-36-6154,A,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,1/18/2019,18:43,Ewallet,166.05072,8.18928,8.7
778-89-7974,C,Normal,Male,Health and beauty,70.21,6,21.063,442.323,3/30/2019,14:58,Cash,382.08282,39.17718,7.4
574-31-8277,B,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,3/20/2019,19:55,Cash,31.64583,1.98417,5.6
859-71-0933,C,Member,Female,Sports and travel,15.49,2,1.549,32.529,1/16/2019,15:10,Cash,30.60824,0.37176,6.3
740-11-5257,C,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,16:44,Cash,233.2982,14.1018,7.1
369-82-2676,B,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,1/15/2019,18:22,Ewallet,356.7369,21.5631,7.8
563-47-4072,B,Normal,Female,Health and beauty,55.81,6,16.743,351.603,1/22/2019,11:52,Cash,303.71802,31.14198,9.9
742-04-5161,A,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2/3/2019,17:24,Cash,693.5934,34.2066,7.3
149-15-7606,B,Member,Male,Sports and travel,37.32,9,16.794,352.674,3/6/2019,15:31,Ewallet,331.84944,4.03056,5.1
133-77-3154,B,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2/16/2019,18:04,Credit card,226.51752,14.20248,9.4
169-52-4504,A,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2019,14:13,Credit card,44.38701,2.68299,5.8
250-81-7186,C,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2/27/2019,10:23,Credit card,94.00767,5.68233,8
562-12-5430,A,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,1/18/2019,10:11,Ewallet,248.84745,15.60255,7.9
816-72-8853,A,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,1/29/2019,15:48,Cash,137.9742,1.6758,5.9
491-38-3499,A,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2/26/2019,17:46,Credit card,52.17845,3.27155,4.9
322-02-2271,B,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2/3/2019,11:46,Cash,127.36308,1.54692,9.3
842-29-4695,C,Member,Male,Sports and travel,17.14,7,5.999,125.979,1/16/2019,12:07,Credit card,118.54024,1.43976,7.9
725-67-2480,B,Member,Female,Fashion accessories,58.75,6,17.625,370.125,3/24/2019,18:14,Credit card,331.7025,20.7975,5.9
641-51-2661,C,Member,Female,Food and beverages,87.1,10,43.55,914.55,2/12/2019,14:45,Credit card,857.935,13.065,9.9
714-02-3114,C,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2/21/2019,11:39,Cash,195.2288,2.3712,7.7
518-17-2983,A,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2/4/2019,15:44,Ewallet,183.04332,11.47668,7.6
779-42-2410,B,Member,Male,Food and beverages,57.74,3,8.661,181.881,2/20/2019,13:06,Ewallet,170.6217,2.5983,7.7
190-14-3147,B,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2/23/2019,20:43,Ewallet,65.19516,6.68484,6.4
408-66-6712,C,Member,Female,Health and beauty,47.71,6,14.313,300.573,2/16/2019,14:19,Ewallet,259.63782,26.62218,4.4
679-22-6530,B,Normal,Female,Sports and travel,40.62,2,4.062,85.302,1/17/2019,10:01,Credit card,80.26512,0.97488,4.1
588-47-8641,A,Member,Male,Fashion accessories,56.04,10,28.02,588.42,1/14/2019,19:30,Ewallet,527.3364,33.0636,4.4
642-61-4706,B,Member,Male,Food and beverages,93.4,2,9.34,196.14,3/30/2019,16:34,Cash,183.998,2.802,5.5
576-31-4774,B,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,3/2/2019,13:10,Ewallet,199.74861,20.48139,4
556-41-6224,C,Normal,Male,Health and beauty,33.64,8,13.456,282.576,2/15/2019,17:10,Credit card,244.09184,25.02816,9.3
811-03-8790,A,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,3/1/2019,10:22,Credit card,428.8764,25.9236,4.8
242-11-3142,B,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2/24/2019,19:57,Cash,157.65514,9.88486,4.6
752-23-3760,B,Member,Female,Sports and travel,64.08,7,22.428,470.988,2/19/2019,19:29,Credit card,443.17728,5.38272,7.3
274-05-5470,A,Member,Female,Food and beverages,73.47,4,14.694,308.574,2/23/2019,18:30,Cash,289.4718,4.4082,6
648-94-3045,C,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2/7/2019,14:27,Ewallet,534.6765,54.8235,8.1
130-67-4723,A,Member,Male,Food and beverages,48.5,6,14.55,305.55,1/11/2019,13:57,Ewallet,286.635,4.365,9.4
528-87-5606,B,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2/12/2019,19:43,Cash,37.22964,2.25036,6.5
320-85-2052,B,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,,,Credit card,34.39228,0.41772,7
370-96-0655,C,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,1/9/2019,13:46,Ewallet,278.46072,17.45928,7.1
105-10-6182,A,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2/27/2019,12:22,Ewallet,40.42536,2.53464,6.6
510-79-0415,B,Member,Female,Sports and travel,23.08,6,6.924,145.404,1/24/2019,19:20,Ewallet,136.81824,1.66176,4.9
241-96-5076,B,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,1/8/2019,12:58,Credit card,93.5846,4.6154,6.4
767-97-4650,B,Member,Female,Sports and travel,64.83,2,6.483,136.143,1/8/2019,11:59,Credit card,128.10408,1.55592,8
648-83-1321,A,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,17:59,Cash,605.7268,29.8732,4.3
173-57-2300,C,Member,Male,Sports and travel,72.88,2,7.288,153.048,3/13/2019,12:51,Cash,144.01088,1.74912,6.1
305-03-2383,A,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2/15/2019,10:36,Cash,198.2805,3.0195,7.5
394-55-6384,C,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,1/25/2019,13:38,Cash,624.12948,7.58052,6.7
266-20-6657,C,Member,Male,Food and beverages,55.04,7,19.264,404.544,3/12/2019,19:39,Ewallet,379.5008,5.7792,5.2
689-05-1884,A,Member,Male,Health and beauty,48.63,10,24.315,510.615,3/4/2019,12:44,Cash,441.0741,45.2259,8.8
196-01-2849,C,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2/10/2019,13:56,Cash,483.35406,30.30594,9.5
372-62-5264,C,Normal,Female,Food and beverages,52.6,9,23.67,497.07,1/16/2019,14:42,Cash,466.299,7.101,7.6
800-09-8606,A,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,1/29/2019,19:45,Cash,416.31805,20.53195,6.6
182-52-7000,A,Member,Female,Sports and travel,27.04,4,5.408,113.568,1/1/2019,20:26,Ewallet,106.86208,1.29792,6.9
826-58-8051,B,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,1/6/2019,19:46,Ewallet,237.06828,11.69172,4.3
868-06-0466,A,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2/19/2019,19:38,Credit card,590.52546,35.69454,7.8
751-41-9720,C,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,1/12/2019,16:18,Ewallet,929.175,45.825,8
626-43-7888,C,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2/7/2019,12:23,Ewallet,454.76648,28.51352,9.6
176-64-7711,B,Normal,Male,Food and beverages,32.32,3,4.848,101.808,3/27/2019,19:11,Credit card,95.5056,1.4544,4.3
191-29-0321,B,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2/27/2019,18:57,Credit card,186.0357,11.6643,5
729-06-2010,B,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,1/6/2019,11:18,Cash,656.87661,67.35339,9.2
640-48-5028,B,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,3/2/2019,12:40,Cash,758.12103,37.38897,6.3
186-79-9562,B,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,3/29/2019,14:06,Cash,455.66773,46.72227,8.9
834-45-5519,B,Normal,Female,Electronic accessories,43,4,8.6,180.6,1/31/2019,20:48,Ewallet,162.196,9.804,7.6
162-65-8559,C,Member,Male,Food and beverages,68.98,1,3.449,72.429,1/21/2019,20:13,Cash,67.9453,1.0347,4.8
760-27-5490,C,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,1/20/2019,20:37,Ewallet,117.58736,7.37264,9.1
445-30-9252,A,Normal,Male,Sports and travel,25.7,3,3.855,80.955,1/17/2019,17:59,Ewallet,76.1748,0.9252,6.1
786-94-2700,A,Member,Male,Food and beverages,80.62,6,24.186,507.906,2/28/2019,20:18,Cash,476.4642,7.2558,9.1
728-88-7867,C,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,3/19/2019,15:52,Ewallet,287.92036,14.19964,8.3
183-21-3799,C,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2/19/2019,15:14,Ewallet,658.84581,39.82419,7.2
268-20-3585,C,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2/4/2019,12:50,Ewallet,113.05755,11.59245,6
735-32-9839,C,Member,Male,Fashion accessories,98.7,8,39.48,829.08,1/31/2019,10:36,Ewallet,743.0136,46.5864,8.5
258-92-7466,A,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2/6/2019,18:33,Credit card,161.8088,16.5912,6.6
857-16-3520,A,Member,Female,Fashion accessories,71.46,7,25.011,525.231,3/28/2019,16:06,Ewallet,470.70702,29.51298,4.5
482-17-1179,A,Member,Male,Electronic accessories,11.94,3,1.791,37.611,1/19/2019,12:47,Credit card,33.77826,2.04174,8.1
788-21-5741,A,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2/17/2019,13:34,Credit card,128.10774,8.03226,7.2
821-14-9046,B,Member,Female,Fashion accessories,17.48,6,5.244,110.124,1/18/2019,15:04,Credit card,98.69208,6.18792,6.1
418-05-0656,B,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2/2/2019,20:42,Cash,168.36372,10.55628,7.1
678-79-0726,C,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,1/18/2019,15:28,Cash,805.88196,9.78804,5.1
776-68-1096,B,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,3/18/2019,13:45,Credit card,126.13908,6.22092,7.9
592-46-1692,C,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,1/11/2019,20:10,Cash,253.52915,3.86085,7.4
434-35-9162,B,Member,Male,Food and beverages,23.34,4,4.668,98.028,2/4/2019,18:53,Ewallet,91.9596,1.4004,7.4
149-14-0304,C,Member,Female,Health and beauty,28.5,8,11.4,239.4,2/6/2019,14:24,Cash,206.796,21.204,6.6
442-44-6497,C,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,1/8/2019,11:42,Credit card,158.87463,7.83537,5.9
174-64-0215,B,Normal,Male,Sports and travel,69.74,10,34.87,732.27,3/5/2019,17:49,Credit card,689.0312,8.3688,8.9
210-74-9613,C,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,3/16/2019,15:33,Ewallet,366.08664,22.95336,6.8
299-29-0180,B,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,3/9/2019,10:54,Cash,348.09278,17.16722,9.3
247-11-2470,A,Member,Female,Fashion accessories,22.32,4,4.464,93.744,3/1/2019,16:23,Credit card,84.01248,5.26752,4.4
635-28-5728,A,Normal,Male,Health and beauty,56,3,8.4,176.4,2/28/2019,19:33,Ewallet,152.376,15.624,4.8
756-49-0168,A,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2/8/2019,11:39,Ewallet,18.5377,1.1623,9.5
438-23-1242,B,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,1/24/2019,10:38,Ewallet,500.88388,30.27612,8.9
238-45-6950,B,Member,Male,Food and beverages,53.72,1,2.686,56.406,3/1/2019,20:03,Ewallet,52.9142,0.8058,6.4
607-65-2441,C,Member,Male,Health and beauty,81.95,10,40.975,860.475,3/10/2019,12:39,Credit card,743.2865,76.2135,6
386-27-7606,C,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019,15:59,Credit card,541.6852,26.7148,8.1
137-63-5492,C,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,1/29/2019,14:26,Ewallet,554.1068,33.4932,9
197-77-7132,B,Member,Male,Electronic accessories,91.56,8,36.624,769.104,1/12/2019,18:22,Ewallet,,41.75136,6
805-86-0265,A,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,3/20/2019,11:32,Cash,805.89492,39.74508,9.8
733-29-1227,C,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,3/23/2019,12:41,Cash,370.97431,18.29569,8.5
451-73-2711,C,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,1/14/2019,15:20,Ewallet,83.55755,1.27245,8.8
373-14-0504,A,Member,Female,Sports and travel,71.63,2,7.163,150.423,2/12/2019,14:33,Ewallet,141.54088,1.71912,8.8
546-80-2899,A,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2/20/2019,15:29,Ewallet,71.83714,3.54286,9.5
345-68-9016,C,Member,Female,Sports and travel,31.67,8,12.668,266.028,1/2/2019,16:19,Credit card,250.31968,3.04032,5.6
390-17-5806,C,Member,Female,Food and beverages,38.42,1,1.921,40.341,2/2/2019,16:33,Cash,37.8437,0.5763,8.6
457-13-1708,B,Member,Male,Fashion accessories,65.23,10,32.615,684.915,1/8/2019,19:07,Credit card,613.8143,38.4857,5.2
664-14-2882,C,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,1/30/2019,14:43,Credit card,50.17545,,5.8
487-79-6868,B,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,3/26/2019,19:28,Credit card,105.41133,5.19867,8
314-23-4520,C,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,1/15/2019,20:44,Cash,515.72927,52.88073,9
210-30-7976,B,Member,Female,Fashion accessories,22.32,4,4.464,93.744,3/14/2019,11:16,Ewallet,84.01248,5.26752,4.1
585-86-8361,A,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2/3/2019,10:31,Credit card,134.354,2.046,8.6
807-14-7833,A,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2/22/2019,12:30,Ewallet,164.2706,9.9294,7
775-72-1988,B,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,1/24/2019,15:05,Ewallet,349.1792,17.2208,8.4
288-38-3758,C,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,1/25/2019,18:30,Ewallet,239.58801,15.02199,7.4
652-43-6591,A,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,3/9/2019,13:18,Credit card,732.39912,45.92088,6.2
785-96-0615,B,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2/17/2019,15:28,Ewallet,269.62256,16.29744,4.9
406-46-7107,A,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,1/11/2019,11:52,Cash,551.90136,27.21864,4.5
250-17-5703,A,Member,Male,Food and beverages,18.85,10,9.425,197.925,2/27/2019,18:24,Ewallet,185.6725,2.8275,5.6
156-95-3964,A,Normal,Female,Food and beverages,55.39,4,11.078,232.638,3/25/2019,15:19,Ewallet,218.2366,3.3234,8
842-40-8179,B,Member,Female,Food and beverages,77.2,10,38.6,810.6,2/11/2019,10:38,Credit card,760.42,11.58,5.6
525-09-8450,B,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,1/31/2019,15:12,Credit card,680.1859,41.1141,4.2
410-67-1709,A,Member,Female,Fashion accessories,63.88,8,25.552,536.592,1/20/2019,17:48,Ewallet,480.88864,30.15136,9.9
587-73-4862,A,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,3/26/2019,11:07,Ewallet,48.47915,4.97085,7.6
787-87-2010,A,Member,Male,Health and beauty,55.5,4,11.1,233.1,1/20/2019,15:48,Credit card,201.354,20.646,6.6
593-14-4239,B,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,3/5/2019,19:40,Ewallet,727.78704,35.89296,4.7
801-88-0346,C,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,1/5/2019,20:30,Credit card,214.71738,13.46262,9.8
388-76-2555,B,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2/13/2019,13:59,Cash,81.15432,0.98568,6.3
711-31-1234,B,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,3/16/2019,18:51,Cash,360.75408,21.80592,7.9
886-54-6089,A,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,1/15/2019,17:24,Cash,65.35674,3.22326,7.7
707-32-7409,B,Member,Female,Sports and travel,95.54,4,19.108,401.268,2/26/2019,11:58,Ewallet,377.57408,4.58592,4.5
759-98-4285,C,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2/27/2019,19:01,Credit card,545.18863,55.90137,8
201-63-8275,C,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2/17/2019,16:50,Ewallet,470.21884,5.71116,5.7
471-06-8611,C,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2/6/2019,10:22,Credit card,51.6337,0.7863,6.3
200-16-5952,C,Member,Male,Food and beverages,65.65,2,6.565,137.865,1/17/2019,16:46,Cash,129.3305,1.9695,6
120-54-2248,B,Normal,Female,Food and beverages,28.86,5,7.215,151.515,1/22/2019,18:08,Credit card,142.1355,2.1645,8
102-77-2261,C,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,3/5/2019,18:02,Credit card,414.65319,42.51681,4.2
875-31-8302,B,Normal,Male,Sports and travel,93.38,1,4.669,98.049,1/3/2019,13:07,Cash,92.25944,1.12056,9.6
102-06-2002,C,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,3/20/2019,17:52,Cash,124.735,1.515,6.1
457-94-0464,B,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,1/31/2019,20:32,Ewallet,745.75269,45.07731,5.6
629-42-4133,C,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2/19/2019,19:24,Cash,158.1808,16.2192,8.3
534-53-3526,A,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2/11/2019,16:06,Ewallet,374.49152,4.54848,7.8
307-04-2070,A,Member,Female,,30.62,1,1.531,32.151,2/5/2019,14:14,Credit card,28.81342,1.80658,4.1
468-99-7231,C,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,3/3/2019,17:36,Cash,335.53224,16.54776,8.8
516-77-6464,C,Member,Female,Health and beauty,10.16,5,2.54,53.34,2/24/2019,13:08,Ewallet,46.0756,4.7244,4.1
404-91-5964,A,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2/4/2019,16:09,Credit card,492.30258,29.75742,9
886-77-9084,C,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2/19/2019,11:33,Ewallet,542.33816,32.78184,5.5
790-38-4466,C,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,1/23/2019,10:18,Credit card,49.83965,5.11035,9.3
704-10-4056,C,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,1/14/2019,10:55,Credit card,164.53887,16.87113,5.6
497-37-6538,A,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,1/17/2019,15:15,Ewallet,407.42156,4.94844,9.7
651-96-5970,A,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,3/3/2019,20:06,Credit card,43.67181,2.73819,4
400-80-4065,C,Member,Male,Health and beauty,68.55,4,13.71,287.91,2/15/2019,20:21,Credit card,248.6994,25.5006,9.2
744-16-7898,B,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,1/15/2019,13:48,Credit card,927.9361,45.7639,4.9
263-12-5321,A,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2/27/2019,12:52,Credit card,611.2526,36.9474,9.3
702-72-0487,A,Normal,,Electronic accessories,46.61,2,4.661,97.881,2/26/2019,12:28,Credit card,87.90646,5.31354,6.6
605-83-1050,B,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,3/15/2019,16:26,Ewallet,51.15276,3.20724,4.3
443-60-9639,C,Member,Female,Home and lifestyle,60.87,,3.0435,63.9135,1/24/2019,13:24,Cash,58.00911,2.86089,5.5
864-24-7918,A,Member,Female,Sports and travel,24.49,10,12.245,257.145,2/22/2019,15:15,Cash,241.9612,2.9388,8.1
359-94-5395,B,Normal,Male,Health and beauty,92.78,1,4.639,97.419,3/15/2019,10:50,Credit card,84.15146,8.62854,9.8
401-09-4232,C,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2/11/2019,18:38,Ewallet,413.07785,20.37215,9.4
751-15-6198,B,Normal,Male,Sports and travel,23.01,6,6.903,144.963,1/12/2019,16:45,Ewallet,136.40328,1.65672,7.9
324-41-6833,C,Member,Female,Electronic accessories,30.2,8,12.08,253.68,3/3/2019,19:30,Ewallet,227.8288,13.7712,5.1
474-33-8305,C,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,,,Ewallet,443.89793,27.83207,6.9
759-29-9521,A,Member,Female,Fashion accessories,48.96,9,22.032,462.672,3/4/2019,11:27,Cash,414.64224,25.99776,8
831-81-6575,B,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2/23/2019,11:12,Cash,641.53233,38.77767,8
220-68-6701,A,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,3/17/2019,16:36,Cash,295.31564,14.56436,4.2
618-34-8551,A,Normal,Female,Sports and travel,93.18,2,9.318,195.678,1/16/2019,18:41,Credit card,184.12368,2.23632,8.5
257-60-7754,A,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,1/8/2019,17:12,Cash,189.46756,11.45244,9
559-61-5987,B,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,,,Cash,16.09925,1.65075,8.6
189-55-2313,C,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,1/31/2019,10:33,Ewallet,585.1138,36.6862,6
565-91-4567,B,Normal,,Health and beauty,10.75,8,4.3,90.3,3/15/2019,14:38,Ewallet,78.002,7.998,6.2
380-60-5336,A,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06,Credit card,379.6518,22.9482,5
815-04-6282,C,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2/8/2019,12:52,Credit card,320.9518,3.8982,6.5
674-56-6360,A,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,3/22/2019,14:00,Cash,89.72645,5.42355,6
778-34-2523,A,Member,Female,Electronic accessories,48.62,8,19.448,408.408,1/24/2019,10:57,Cash,366.78928,22.17072,5
499-27-7781,B,Normal,Female,Food and beverages,53.21,8,21.284,446.964,3/14/2019,16:45,Ewallet,419.2948,6.3852,5
477-59-2456,C,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,1/23/2019,11:15,Cash,299.31328,18.76672,9.2
832-51-6761,A,Normal,Male,Food and beverages,33.88,8,13.552,284.592,1/19/2019,20:29,Ewallet,266.9744,4.0656,9.6
869-11-3082,B,Member,Male,Health and beauty,96.16,4,19.232,403.872,1/27/2019,20:03,Credit card,348.86848,35.77152,8.4
190-59-3964,B,Member,Male,Food and beverages,47.16,5,11.79,247.59,2/3/2019,14:35,Credit card,232.263,3.537,6
366-43-6862,B,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,3/25/2019,16:32,Ewallet,199.50108,12.05892,6.7
186-43-8965,A,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2/24/2019,10:10,Credit card,90.87808,4.48192,4.1
784-21-9238,C,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2/7/2019,14:15,Cash,10.04796,0.12204,5.9
276-75-6884,A,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,3/4/2019,10:05,Cash,186.95991,19.17009,8.7
109-86-4363,B,Member,Female,Sports and travel,60.08,7,21.028,441.588,2/14/2019,11:36,Credit card,415.51328,5.04672,4.5
569-76-2760,A,Member,Female,Sports and travel,22.01,4,4.402,92.442,1/29/2019,18:15,Credit card,86.98352,1.05648,6.6
222-42-0244,B,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,1/28/2019,13:53,Credit card,588.63393,60.35607,7.7
